,bias_bits,row,v_nodes,c_nodes,ts_size,sim_index,snr
1527,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[ 6 32 52 72],[ 8 15],"[4.0, 2.0]",5,5
1528,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[ 6 32 52 82],[ 7  8 20 29 33 40],"[4.0, 6.0]",6,5
1529,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[32 46 52 76 82],[ 1  3  7 23 33],"[5.0, 5.0]",7,5
1530,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[32 52 72 76],[ 3 15 20 23],"[4.0, 4.0]",8,5
1531,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[ 6 52 76],[ 3  7  8 20 23 29 41],"[3.0, 7.0]",9,5
1532,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[32 46 72 76 82],[ 1  3 15 23 41],"[5.0, 5.0]",10,5
1533,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[32 46 72 76 82],[ 1  3 15 23 41],"[5.0, 5.0]",11,5
1534,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[ 6 46 72 82],[ 1  7  8 15 20 23 33 41],"[4.0, 8.0]",12,5
1535,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[ 6 52 72],[ 7  8 15 23 33],"[3.0, 5.0]",13,5
1536,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[76 82],[ 3  7 40 41],"[2.0, 4.0]",14,5
1537,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[46 72 82],[ 1  7 15 20 33],"[3.0, 5.0]",15,5
1538,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[ 6 46 52 82],[ 1  8 20 23],"[4.0, 4.0]",16,5
1539,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[ 6 72],[ 8 15 23 29 33 41],"[2.0, 6.0]",17,5
1540,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[ 6 32 46 82],[ 1  8 20 29 33 41],"[4.0, 6.0]",19,5
1541,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[ 6 32 52 82],[ 7  8 20 29 33 40],"[4.0, 6.0]",20,5
1542,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[46 52 72 76],[ 1  3  7 15 20 29 33 40],"[4.0, 8.0]",21,5
1543,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[46 76],[ 1  3 20 29 40 41],"[2.0, 6.0]",22,5
1544,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[32 52 72],[15 23 41],"[3.0, 3.0]",23,5
1545,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[32 46 72 76 82],[ 1  3 15 23 41],"[5.0, 5.0]",24,5
1546,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[52 72 76],[ 3  7 15 20 33],"[3.0, 5.0]",25,5
1547,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[ 6 52 72 82],[ 8 15 20 23 33 40],"[4.0, 6.0]",26,5
1548,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[ 6 52 76],[ 3  7  8 20 23 29 41],"[3.0, 7.0]",27,5
1549,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[ 6 46 76 82],[ 1  3  7  8 23 29],"[4.0, 6.0]",28,5
1550,"[6.0, 32.0, 46.0, 52.0, 72.0, 76.0, 82.0]",52,[ 6 32 52],[ 8 29 33],"[3.0, 3.0]",29,5
1551,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[14 69],[ 5 11 24 27],"[2.0, 4.0]",0,5
1552,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[16 45 53],[13 27 32],"[3.0, 3.0]",1,5
1553,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[14 16 45 84],[11 13 26 27 32 36],"[4.0, 6.0]",2,5
1554,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[16 69],[11 13 24 31 36 42],"[2.0, 6.0]",3,5
1555,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[14 45 78 84],[ 7 11 25 26 27 31 32 36],"[4.0, 8.0]",4,5
1556,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[16 44 84],[ 4  5 13 26 27 31 43],"[3.0, 7.0]",5,5
1557,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[14 16 44 84],[ 4 13 26 31 36 43],"[4.0, 6.0]",6,5
1558,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[44 53 69 92],[ 4 11 24 25 36 42],"[4.0, 6.0]",7,5
1559,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[44 53 69 78 84 92],[ 4  5  7 11 24 26 36 42],"[6.0, 8.0]",8,5
1560,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[14 44 45],[ 4  5 11 31 32 36 43],"[3.0, 7.0]",9,5
1561,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[14 45 53 78 92],[ 5  7 11 31 32 36 43],"[5.0, 7.0]",10,5
1562,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[14 53 78 84],[ 7 11 25 26 36 42],"[4.0, 6.0]",11,5
1563,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[16 44 45 78 84 92],[ 4  5  7 13 26 27 32 42],"[6.0, 8.0]",12,5
1564,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[14 16 44 84 92],[ 4 11 13 25 26 31 36],"[5.0, 7.0]",13,5
1565,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[16 53 92],[13 25 27 31 43],"[3.0, 5.0]",14,5
1566,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[14 16 45 53 78],[ 5  7 13 25 32 36 42],"[5.0, 7.0]",15,5
1567,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[16 44 53 78 92],[ 4  7 13 31 42],"[5.0, 5.0]",16,5
1568,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[14 16 44 45 69 84],[ 4 13 24 26 32 43],"[6.0, 6.0]",17,5
1569,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[14 16 45],[ 5 11 13 27 32 36 42],"[3.0, 7.0]",18,5
1570,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[14 53 69],[ 5 24 42],"[3.0, 3.0]",19,5
1571,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[16 44 45 53 92],[ 4 11 13 25 32],"[5.0, 5.0]",20,5
1572,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[44 53 78],[ 4  7 11 25 43],"[3.0, 5.0]",21,5
1573,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[69 84],[ 5 11 24 26 36 42],"[2.0, 6.0]",22,5
1574,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[14 44 53 78 84],[ 4  7 11 25 26 27 36 42 43],"[5.0, 9.0]",23,5
1575,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[53],[11 27 42],"[1.0, 3.0]",24,5
1576,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[14 44 84],[ 4 26 36 42 43],"[3.0, 5.0]",25,5
1577,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[16 53 69],[13 24 27 31 36],"[3.0, 5.0]",26,5
1578,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[14 44 53 69 78 84 92],[ 4  7 11 24 26 27 42],"[7.0, 7.0]",27,5
1579,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[14 16 45 53 69 78 84 92],[ 7 13 24 26 32 43],"[8.0, 6.0]",28,5
1580,"[14.0, 16.0, 44.0, 45.0, 53.0, 69.0, 78.0, 84.0, 92.0]",53,[14 16 45 69 78 84 92],[ 7 11 13 24 26 27 32 42 43],"[7.0, 9.0]",29,5
1581,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[25 54 69 85 87],[ 4 19 24 29 35 40 45],"[5.0, 7.0]",0,5
1582,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[17 35 69 85 87],[ 0 10 11 22 24 29 35],"[5.0, 7.0]",1,5
1583,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[10 17 35 54 85 87],[ 0 10 19 22 29 30 35 42],"[6.0, 8.0]",2,5
1584,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[17 25 42 47 69 87],[ 9 10 24 30 35 36 40 44],"[6.0, 8.0]",3,5
1585,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[10 17 25 47 54 87],[ 9 11 19 22 35 36 40 42],"[6.0, 8.0]",4,5
1586,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[10 17 25 47 87],[ 9 10 11 22 35 40 42],"[5.0, 7.0]",5,5
1587,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[10 35 47],[ 0  9 10 19 36 42 45],"[3.0, 7.0]",6,5
1588,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[25 35 47 85],[ 0  9 10 11 29 30 36 40],"[4.0, 8.0]",7,5
1589,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[25 47 69],[ 9 19 24 30 40],"[3.0, 5.0]",8,5
1590,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[25 35 47 85 87],[ 0  4  9 10 11 19 29 30 35 36 40],"[5.0, 11.0]",9,5
1591,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[10 17 35 47 54 85],[ 0  4  9 10 22 29 36 42],"[6.0, 8.0]",10,5
1592,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[10 42 47 54],[ 9 10 19 22 42 44],"[4.0, 6.0]",11,5
1593,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[25],[11 19 40],"[1.0, 3.0]",12,5
1594,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[87],[ 4 19 35],"[1.0, 3.0]",13,5
1595,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[47 69 85 87],[ 4  9 10 11 19 24 29 30 35 45],"[4.0, 10.0]",14,5
1596,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[17 42],[ 4 10 36 44],"[2.0, 4.0]",15,5
1597,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[17 47 54 87],[ 9 10 22 30 35 36],"[4.0, 6.0]",16,5
1598,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[17 42 54],[ 4 19 44],"[3.0, 3.0]",17,5
1599,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[10 17 35 42 54 69],[ 0  4 10 11 24 30 36 42 44 45],"[6.0, 10.0]",18,5
1600,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[10 17 47 69 85 87],[ 9 11 19 22 24 29 35 36 42 45],"[6.0, 10.0]",19,5
1601,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[17 42 47 69],[ 4  9 10 11 24 30 36 44],"[4.0, 8.0]",20,5
1602,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[10 25 47 69 85],[ 9 19 24 29 40 42 45],"[5.0, 7.0]",21,5
1603,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[10 25 35 85],[ 0 11 29 30 40 42],"[4.0, 6.0]",22,5
1604,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[17 35 42 47 87],[ 0  9 10 30 35 44 45],"[5.0, 7.0]",23,5
1605,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[10 47 54 85 87],[ 4  9 10 29 35 42 45],"[5.0, 7.0]",24,5
1606,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[35 42 47 54 87],[ 0  4  9 19 22 30 35 44 45],"[5.0, 9.0]",25,5
1607,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[17 25 42 47 85 87],[ 9 11 29 30 35 40 44 45],"[6.0, 8.0]",26,5
1608,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[25 54 69 85 87],[ 4 19 24 29 35 40 45],"[5.0, 7.0]",27,5
1609,"[10.0, 17.0, 25.0, 35.0, 42.0, 47.0, 54.0, 69.0, 85.0, 87.0]",54,[10 35 42 47 69 85],[ 0  9 10 11 19 22 24 29 42 44],"[6.0, 10.0]",28,5
1610,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[19 22 55 70],[ 2 14 27 29 33 38],"[4.0, 6.0]",0,5
1611,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[ 4 22],[18 29 34 46],"[2.0, 4.0]",1,5
1612,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[95],[ 9 18 33],"[1.0, 3.0]",2,5
1613,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[ 4  9 22 55 70 95],[ 0  9 25 29 33 34 38 46],"[6.0, 8.0]",4,5
1614,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[19],[ 0 27 33],"[1.0, 3.0]",5,5
1615,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[19 22 55 70],[ 2 14 27 29 33 38],"[4.0, 6.0]",6,5
1616,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[19 22],[ 0 14 27 29 33 34],"[2.0, 6.0]",7,5
1617,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[ 4  9 22 70 95],[ 9 18 25 29 33 38 46],"[5.0, 7.0]",8,5
1618,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[ 9 22 55 95],[ 0  2  9 14 25 29 33 34],"[4.0, 8.0]",9,5
1619,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[ 4 22 55 70],[ 0  2 18 29 38 46],"[4.0, 6.0]",10,5
1620,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[ 9 70],[18 25 34 38],"[2.0, 4.0]",11,5
1621,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[ 9 22 70],[14 18 25 29 38],"[3.0, 5.0]",12,5
1622,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[19 55 70 95],[ 2  9 18 27 34 38],"[4.0, 6.0]",13,5
1623,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[ 4 19 95],[ 0  9 14 27 46],"[3.0, 5.0]",14,5
1624,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[ 9 19 55],[ 2 18 25 27 33],"[3.0, 5.0]",16,5
1625,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[ 4 19 22 55],[27 29 33 46],"[4.0, 4.0]",17,5
1626,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[19 95],[ 0  9 18 27],"[2.0, 4.0]",18,5
1627,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[70 95],[ 2  9 33 38],"[2.0, 4.0]",19,5
1628,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[ 4  9 22 70],[25 29 38 46],"[4.0, 4.0]",20,5
1629,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[ 4  9 22 70],[25 29 38 46],"[4.0, 4.0]",21,5
1630,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[ 4  9 19 55],[ 2 14 25 27 33 46],"[4.0, 6.0]",22,5
1631,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[19 55],[18 27 33 34],"[2.0, 4.0]",23,5
1632,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[95],[ 9 18 33],"[1.0, 3.0]",24,5
1633,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[70 95],[ 2  9 33 38],"[2.0, 4.0]",25,5
1634,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[ 9 19 22 55 70 95],[ 9 14 18 25 27 29 34 38],"[6.0, 8.0]",26,5
1635,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[19 22],[ 0 14 27 29 33 34],"[2.0, 6.0]",27,5
1636,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[ 4 55 95],[ 0  9 14 18 33 34 46],"[3.0, 7.0]",28,5
1637,"[4.0, 9.0, 19.0, 22.0, 55.0, 70.0, 95.0]",55,[19 22 55 70 95],[ 2  9 14 18 27 29 38],"[5.0, 7.0]",29,5
1638,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[22 81 86],[ 6 21 29 30 39],"[3.0, 5.0]",0,5
1639,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[ 4 94],[ 1 14 18 23 38 46],"[2.0, 6.0]",1,5
1640,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[37 56 70 81],[ 2  6 18 30 38 39],"[4.0, 6.0]",2,5
1641,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[37 70],[ 2  6 18 21],"[2.0, 4.0]",3,5
1642,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[56 81 94],[ 1 21 23 30 39],"[3.0, 5.0]",4,5
1643,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[ 4 37 86 94],[ 1 14 18 21 23 30 34 46],"[4.0, 8.0]",5,5
1644,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[56 86],[ 6 14 34 38],"[2.0, 4.0]",6,5
1645,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[18 22 37 56 70 81],[ 1  2  6 14 18 29 34 35 38 39],"[6.0, 10.0]",7,5
1646,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[18 22 37 56 70 94],[ 2  6 18 21 23 29 34 35],"[6.0, 8.0]",8,5
1647,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[37 56 86 94],[ 1 14 21 23 34 38],"[4.0, 6.0]",9,5
1648,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[ 4 56 70 81],[ 2 14 21 30 39 46],"[4.0, 6.0]",10,5
1649,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[ 4 22 56 70],[ 2 14 29 30 34 46],"[4.0, 6.0]",11,5
1650,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[18 37],[ 1  6 21 30 35 38],"[2.0, 6.0]",12,5
1651,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[ 4 56 81],[14 18 21 30 38 39 46],"[3.0, 7.0]",13,5
1652,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[4],[14 18 46],"[1.0, 3.0]",14,5
1653,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[ 4 18 22 56 70 86 94],[ 2  6 14 23 29 30 35 38 46],"[7.0, 9.0]",15,5
1654,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[ 4 18 37 56 86 94],[18 21 23 30 34 35 38 46],"[6.0, 8.0]",16,5
1655,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[ 4 56 81],[14 18 21 30 38 39 46],"[3.0, 7.0]",17,5
1656,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[18 37 56 86 94],[14 21 23 30 34 35 38],"[5.0, 7.0]",18,5
1657,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[ 4 18 70 81 94],[ 2 21 23 30 35 39 46],"[5.0, 7.0]",19,5
1658,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[86],[ 6 30 34],"[1.0, 3.0]",20,5
1659,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[56],[14 30 38],"[1.0, 3.0]",21,5
1660,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[18 22 86 94],[ 6 14 23 29 35 38],"[4.0, 6.0]",22,5
1661,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[ 4 22 37 56 70 81],[ 2  6 29 30 34 38 39 46],"[6.0, 8.0]",23,5
1662,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[18 37 56 81 86],[ 1 30 34 35 39],"[5.0, 5.0]",24,5
1663,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[ 4 22 37 81 94],[ 1  6 14 18 23 29 34 39 46],"[5.0, 9.0]",25,5
1664,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[ 4 70 94],[ 1  2 14 23 46],"[3.0, 5.0]",26,5
1665,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[22 37 56 86],[21 29],"[4.0, 2.0]",27,5
1666,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[22 37 56 81 94],[ 1  6 14 23 29 30 34 38 39],"[5.0, 9.0]",28,5
1667,"[4.0, 18.0, 22.0, 37.0, 56.0, 70.0, 81.0, 86.0, 94.0]",56,[18 22 37 81 86 94],[23 29 35 39],"[6.0, 4.0]",29,5
1668,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[45 46 57 66 89],[11 27 29 31 32 34 44],"[5.0, 7.0]",0,5
1669,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[ 1 46 66 89],[ 4 15 27 29 34 40],"[4.0, 6.0]",1,5
1670,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[ 1 25 45 46 57 66 68 72],[19 23 32 33 34 44],"[8.0, 6.0]",2,5
1671,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[25 45 57 66 89],[ 1 19 27 31 32 34 44],"[5.0, 7.0]",3,5
1672,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[ 1 25 46 68 72 89],[ 1 11 19 23 27 31 33 40],"[6.0, 8.0]",4,5
1673,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[ 1 25 45 57 68 72 89],[15 19 23 27 29 31 32 33 40],"[7.0, 9.0]",5,5
1674,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[ 1 45 46 57 89],[ 1  4 11 27 29 31 32],"[5.0, 7.0]",6,5
1675,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[ 1 25 45 46 68],[ 1 19 23 29 32 40 44],"[5.0, 7.0]",7,5
1676,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[57 66 68 89],[ 1  4 23 27 34 44],"[4.0, 6.0]",8,5
1677,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[ 1 46 57 66 72],[ 4 31 33 34 44],"[5.0, 5.0]",9,5
1678,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[ 1 68 72 89],[23 27 29 31 33 40],"[4.0, 6.0]",10,5
1679,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[25 66 72],[ 1 11 15 19 29 31 33 34 40],"[3.0, 9.0]",11,5
1680,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[ 1 25 46 66 68 72 89],[11 19 23 27 33 34 40],"[7.0, 7.0]",12,5
1681,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[25 46 68],[ 1  4 11 19 23 29 40],"[3.0, 7.0]",13,5
