,bias_bits,row,v_nodes,c_nodes,ts_size,sim_index,snr
1682,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[45 46 68],[ 1  4 11 23 29 31 32],"[3.0, 7.0]",14,5
1683,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[25 45 57],[15 19 32],"[3.0, 3.0]",15,5
1684,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[ 1 25 45 57 89],[ 4 19 27 31 32],"[5.0, 5.0]",16,5
1685,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[ 1 45 68],[11 23 32 40 44],"[3.0, 5.0]",17,5
1686,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[25 46 57 68 72 89],[ 1  4 11 15 19 23 27 31 33 44],"[6.0, 10.0]",18,5
1687,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[ 1 25 46 66 72],[ 4 11 15 19 33 34 44],"[5.0, 7.0]",19,5
1688,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[ 1 45 46 57 66 68],[11 15 23 29 32 34 40 44],"[6.0, 8.0]",20,5
1689,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[ 1 25 45 68 89],[15 19 23 27 32],"[5.0, 5.0]",21,5
1690,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[45 57 68],[ 4 11 15 23 32],"[3.0, 5.0]",22,5
1691,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[45 57 66 89],[ 1 11 27 31 32 34 40 44],"[4.0, 8.0]",23,5
1692,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[ 1 25 45 72],[ 4 15 19 29 32 33 40 44],"[4.0, 8.0]",24,5
1693,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[ 1 25 45 66 68 89],[ 1 15 19 23 27 31 32 34],"[6.0, 8.0]",25,5
1694,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[ 1 57 72],[ 4 29 33 40 44],"[3.0, 5.0]",26,5
1695,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[46 57 68 89],[ 1  4 23 27 29 31 40 44],"[4.0, 8.0]",27,5
1696,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[46 68 72 89],[ 1  4 23 27 33 44],"[4.0, 6.0]",28,5
1697,"[1.0, 25.0, 45.0, 46.0, 57.0, 66.0, 68.0, 72.0, 89.0]",57,[45 68 89],[ 4 11 15 23 27 31 32 40 44],"[3.0, 9.0]",29,5
1698,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[17 44 45 58 91 92],[ 4 12 27 31 32 36],"[6.0, 6.0]",0,5
1699,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[58 91],[ 4 12 22 25],"[2.0, 4.0]",1,5
1700,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[ 1 17 44 58 92],[11 22 27 31 32 36 44],"[5.0, 7.0]",2,5
1701,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[ 1 17 45 58],[ 4 11 22 25 36 44],"[4.0, 6.0]",3,5
1702,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[44 58 91],[12 22 25 27 43],"[3.0, 5.0]",4,5
1703,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[17],[ 4 22 36],"[1.0, 3.0]",5,5
1704,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[44 45 58 91 92],[12 22 27 31 32],"[5.0, 5.0]",6,5
1705,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[91],[12 22 32],"[1.0, 3.0]",7,5
1706,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[58 91],[ 4 12 22 25],"[2.0, 4.0]",8,5
1707,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[17 44 45 91 92],[12 25 27 31 36],"[5.0, 5.0]",9,5
1708,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[ 1 17 45 91],[11 12 36 44],"[4.0, 4.0]",10,5
1709,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[ 1 58 91],[12 22 25 31 44],"[3.0, 5.0]",11,5
1710,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[44 45 58 92],[27 31],"[4.0, 2.0]",12,5
1711,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[44 91],[ 4 12 22 27 32 43],"[2.0, 6.0]",13,5
1712,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[ 1 17 58 91],[ 4 12 25 31 36 44],"[4.0, 6.0]",14,5
1713,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[17 91 92],[ 4 11 12 25 32 36 43],"[3.0, 7.0]",16,5
1714,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[ 1 44 45 92],[25 27 32 44],"[4.0, 4.0]",17,5
1715,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[45 58 91 92],[ 4 12 22 31 32 43],"[4.0, 6.0]",19,5
1716,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[ 1 45 58 92],[43 44],"[4.0, 2.0]",20,5
1717,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[ 1 17 44 45 58 91 92],[12 27 32 36 44],"[7.0, 5.0]",21,5
1718,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[17 58 92],[11 22 32 36 43],"[3.0, 5.0]",22,5
1719,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[17 44 45 91],[11 12 27 31 36 43],"[4.0, 6.0]",23,5
1720,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[17 45 58 91 92],[12 31 32 36 43],"[5.0, 5.0]",24,5
1721,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[17 58 92],[11 22 32 36 43],"[3.0, 5.0]",25,5
1722,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[ 1 58 91],[12 22 25 31 44],"[3.0, 5.0]",26,5
1723,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[ 1 17 44 45 58 92],[22 27 36 44],"[6.0, 4.0]",27,5
1724,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[ 1 45 92],[ 4 25 32 43 44],"[3.0, 5.0]",28,5
1725,"[1.0, 17.0, 44.0, 45.0, 58.0, 91.0, 92.0]",58,[44 45 58 92],[27 31],"[4.0, 2.0]",29,5
1726,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[59 70],[18 24 38 44],"[2.0, 4.0]",0,5
1727,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[20 27 33 59 70],[ 3  5  6 24 35 38 46],"[5.0, 7.0]",1,5
1728,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[33 70 75],[ 2 16 18 24 35 38 44],"[3.0, 7.0]",2,5
1729,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[20 27 59 70],[ 3  6 38 46],"[4.0, 4.0]",3,5
1730,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[27 70],[ 2  3 38 44],"[2.0, 4.0]",4,5
1731,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[27 33],[ 3  5 18 24 35 44],"[2.0, 6.0]",5,5
1732,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[20 27 33 75],[ 3  6 16 18 35 46],"[4.0, 6.0]",6,5
1733,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[20 33 43 59 75],[ 6 24 35],"[5.0, 3.0]",7,5
1734,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[75],[ 5 16 44],"[1.0, 3.0]",8,5
1735,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[20 33 43 70],[ 5  6 16 18 35 38],"[4.0, 6.0]",10,5
1736,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[33 43],[ 2  5 16 24 35 46],"[2.0, 6.0]",11,5
1737,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[20],[ 6 24 46],"[1.0, 3.0]",12,5
1738,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[20 27 43 70 75],[ 3  5  6 24 38],"[5.0, 5.0]",13,5
1739,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[27 33 43 70 75],[ 3 24 35 38 46],"[5.0, 5.0]",14,5
1740,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[43 70 75],[ 5 18 38 44 46],"[3.0, 5.0]",15,5
1741,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[20 43 59 70],[ 2  6 16 18 38 44],"[4.0, 6.0]",16,5
1742,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[20 59],[ 2  6 44 46],"[2.0, 4.0]",17,5
1743,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[27 75],[ 3  5 16 18],"[2.0, 4.0]",18,5
1744,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[27 33 75],[ 3 16 18 24 35],"[3.0, 5.0]",19,5
1745,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[20 43 59 75],[5 6],"[4.0, 2.0]",20,5
1746,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[33 59 70 75],[16 18 35 38],"[4.0, 4.0]",21,5
1747,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[20 27 59 70 75],[ 3  5  6 16 38 44 46],"[5.0, 7.0]",22,5
1748,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[20 33 43 59 70 75],[ 2  6 18 24 35 38],"[6.0, 6.0]",23,5
1749,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[27 43 59 70],[ 2  3 16 24 38 46],"[4.0, 6.0]",24,5
1750,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[20 33 59 75],[ 2  6 16 24 35 46],"[4.0, 6.0]",25,5
1751,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[20 27 43 59 70 75],[ 2  3  5  6 38 44],"[6.0, 6.0]",26,5
1752,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[20 43 70],[ 6 16 18 24 38],"[3.0, 5.0]",27,5
1753,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[33],[ 5 24 35],"[1.0, 3.0]",28,5
1754,"[20.0, 27.0, 33.0, 43.0, 59.0, 70.0, 75.0]",59,[20 43 59 75],[5 6],"[4.0, 2.0]",29,5
1755,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[21 60 91 95],[18 22],"[4.0, 2.0]",0,5
1756,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[ 5 15 21 30 60 82],[ 1  7  9 12 20 24 32 41],"[6.0, 8.0]",1,5
1757,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[21 30 60 76 82 91 95],[ 3  7 12 16 18 22 40],"[7.0, 7.0]",2,5
1758,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[21 32 91 95],[ 7 12 18 20 22 23],"[4.0, 6.0]",3,5
1759,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[15 30 76 91],[ 3 12 16 20 22 24 32 40],"[4.0, 8.0]",4,5
1760,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[ 5 21 30],[ 1  9 12 20 32 33 41],"[3.0, 7.0]",5,5
1761,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[60 95],[ 9 12 18 20],"[2.0, 4.0]",6,5
1762,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[15 21 30 32 60 76 82],[ 3  9 12 16 23 24 32],"[7.0, 7.0]",7,5
1763,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[60 76 82],[ 3  7 12 20 33 40 41],"[3.0, 7.0]",8,5
1764,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[15 82 91],[ 7 20 22 24 32],"[3.0, 5.0]",9,5
1765,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[15 21 30 60 95],[12 16 18 24 32 40 41],"[5.0, 7.0]",10,5
1766,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[82 91],[ 7 12 20 22 32 40],"[2.0, 6.0]",11,5
1767,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[15 21 30 76 91],[ 3  9 12 16 22 24 40],"[5.0, 7.0]",12,5
1768,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[ 5 21 32 60 82 95],[ 1 12 16 18 20 23 32 40],"[6.0, 8.0]",13,5
1769,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[15],[12 24 40],"[1.0, 3.0]",14,5
1770,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[ 5 15 60],[ 1 16 20 24 40],"[3.0, 5.0]",15,5
1771,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[ 5 21 60 76 82 91 95],[ 1  3  7 16 18 22 33 40 41],"[7.0, 9.0]",16,5
1772,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[ 5 30 60],[ 1 20 41],"[3.0, 3.0]",17,5
1773,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[21 30 32 91],[ 7  9 16 20 22 23 33 41],"[4.0, 8.0]",18,5
1774,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[15 21 30 32 60 76 82 91 95],[ 3 16 18 22 23 24 33],"[9.0, 7.0]",19,5
1775,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[ 5 15 32 60],[ 1  7 16 20 23 24 33 40],"[4.0, 8.0]",20,5
1776,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[21 60 76 95],[ 3 12 18 20 32 41],"[4.0, 6.0]",21,5
1777,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[15 21 30 32 60 76 82 91],[ 3  9 16 22 23 24],"[8.0, 6.0]",22,5
1778,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[21 30 60 82 91 95],[ 7 12 16 18 20 22 40 41],"[6.0, 8.0]",23,5
1779,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[ 5 15 30 60 82],[ 1  7 12 24 41],"[5.0, 5.0]",24,5
1780,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[ 5 15 91 95],[ 1  9 16 18 22 24 32 40],"[4.0, 8.0]",25,5
1781,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[60 76],[ 3 12 33 41],"[2.0, 4.0]",26,5
1782,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[ 5 15 21 30 32 76 82],[ 1  3  9 20 23 24 32],"[7.0, 7.0]",27,5
1783,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[15 32 82 91],[20 22 23 24 32 33],"[4.0, 6.0]",28,5
1784,"[5.0, 15.0, 21.0, 30.0, 32.0, 60.0, 76.0, 82.0, 91.0, 95.0]",60,[15 60 76 91],[ 3 12 22 24 32 33 40 41],"[4.0, 8.0]",29,5
1785,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 36],[ 8 13 23 26],"[2.0, 4.0]",0,5
1786,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[13 36 79],[ 0 26 41 45 47],"[3.0, 5.0]",1,5
1787,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[12 36],[ 7 13 19 26 41 47],"[2.0, 6.0]",2,5
1788,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 79],[ 0  8 22 23 41 47],"[2.0, 6.0]",3,5
1789,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 12 32 36 61 79],[ 0  8 19 22 23 26 33 47],"[6.0, 8.0]",4,5
1790,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 13 36 61],[ 8 13 22 26 45 47],"[4.0, 6.0]",5,5
1791,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[12 61],[ 7 13 19 23],"[2.0, 4.0]",6,5
1792,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[32 36 61],[ 7 26 33 41 47],"[3.0, 5.0]",7,5
1793,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[12 13 79],[ 0  7 13 19 45],"[3.0, 5.0]",8,5
1794,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[12 13 32 79],[ 0 13 19 23 33 45],"[4.0, 6.0]",9,5
1795,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 32 61],[ 7  8 13 23 33 41 47],"[3.0, 7.0]",10,5
1796,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 12],[ 7  8 19 23 41 47],"[2.0, 6.0]",11,5
1797,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 13 36 79],[ 0  8 23 26 45 47],"[4.0, 6.0]",12,5
1798,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 12 36 61],[ 7  8 19 26],"[4.0, 4.0]",13,5
1799,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 12 13 32 36 61 79],[ 0  8 13 19 23 26 33 45 47],"[7.0, 9.0]",15,5
1800,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[13 61 79],[ 0 23 45],"[3.0, 3.0]",16,5
1801,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 32 36 79],[ 0  7  8 13 22 26 33 47],"[4.0, 8.0]",17,5
1802,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 61],[ 8 13 41 47],"[2.0, 4.0]",18,5
1803,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 12 32 36],[ 8 13 19 26 33 47],"[4.0, 6.0]",19,5
1804,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[36],[13 26 41],"[1.0, 3.0]",20,5
1805,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 32 61 79],[ 0  7  8 13 22 23 33 41],"[4.0, 8.0]",21,5
1806,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 13 32 36 79],[ 0  7  8 26 33 45 47],"[5.0, 7.0]",22,5
1807,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 36 61],[ 8 26 47],"[3.0, 3.0]",23,5
1808,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 12 13 61],[ 7  8 19 22 41 45],"[4.0, 6.0]",24,5
1809,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 12 13 61 79],[ 0  7  8 19 41 45 47],"[5.0, 7.0]",25,5
1810,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 12 13 61],[ 7  8 19 22 41 45],"[4.0, 6.0]",26,5
1811,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 13 32 79],[ 0  7  8 13 33 41 45 47],"[4.0, 8.0]",27,5
1812,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[36],[13 26 41],"[1.0, 3.0]",28,5
1813,"[6.0, 12.0, 13.0, 32.0, 36.0, 61.0, 79.0]",61,[ 6 12 32 36 61],[ 8 19 23 26 33],"[5.0, 5.0]",29,5
1814,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[13 24 37 43],[ 6 13 16 22 38 46],"[4.0, 6.0]",0,5
1815,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[20 43 62],[ 2 24 45],"[3.0, 3.0]",1,5
1816,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[20 24 37 88],[ 2 13 16 24 37 38 45 46],"[4.0, 8.0]",2,5
1817,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[13 24 43 88],[21 22 37 46],"[4.0, 4.0]",3,5
1818,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[13 24 37 43 88],[ 6 22 37 38 46],"[5.0, 5.0]",4,5
1819,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[20 24 37 62],[ 2  6 16 24 38 46],"[4.0, 6.0]",5,5
1820,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[13 37 62 88],[21 22 37 38],"[4.0, 4.0]",6,5
1821,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[13 20 37],[13 21 22 24 38 45 46],"[3.0, 7.0]",7,5
1822,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[20 24 37 62],[ 2  6 16 24 38 46],"[4.0, 6.0]",8,5
1823,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[20 37 43 62],[ 2  6 21 24 38 45],"[4.0, 6.0]",9,5
1824,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[24 37],[ 2  6 38 45],"[2.0, 4.0]",10,5
1825,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[13 20 43],[ 2  6 13 16 22 24 45],"[3.0, 7.0]",11,5
1826,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[13 20 37],[13 21 22 24 38 45 46],"[3.0, 7.0]",12,5
1827,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[13 43 62 88],[ 2  6 16 22 37 46],"[4.0, 6.0]",13,5
1828,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[88],[13 16 37],"[1.0, 3.0]",14,5
1829,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[13 20 24 43],[ 6 13 16 21 22 24],"[4.0, 6.0]",15,5
1830,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[62 88],[ 6 13 37 45],"[2.0, 4.0]",16,5
1831,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[13 20 24 37 43 88],[22 24 37 38],"[6.0, 4.0]",17,5
1832,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[13 24 62 88],[ 2  6 21 22 37 45],"[4.0, 6.0]",18,5
1833,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[13 24 43],[13 16 21 22 46],"[3.0, 5.0]",19,5
1834,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[13 20 43 62],[ 2 13 22 24],"[4.0, 4.0]",20,5
1835,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[13 24 43 62 88],[ 6 16 21 22 37 45 46],"[5.0, 7.0]",21,5
1836,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[20 37 62 88],[ 6 13 21 24 37 38 45 46],"[4.0, 8.0]",22,5
1837,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[13 24 37 43 88],[ 6 22 37 38 46],"[5.0, 5.0]",23,5
1838,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[37],[ 6 21 38],"[1.0, 3.0]",24,5
1839,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[20 24 88],[ 2  6 13 16 21 24 37 45 46],"[3.0, 9.0]",26,5
1840,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[13 24 37],[ 2  6 13 22 38],"[3.0, 5.0]",27,5
1841,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[20 24 43],[ 6 16 21 24 45],"[3.0, 5.0]",28,5
1842,"[13.0, 20.0, 24.0, 37.0, 43.0, 62.0, 88.0]",62,[43],[ 2 16 46],"[1.0, 3.0]",29,5
1843,"[4.0, 14.0, 20.0, 24.0, 28.0, 33.0, 37.0, 43.0, 63.0, 67.0, 74.0, 75.0, 81.0, 83.0]",63,[20 33 43 74 81 83],[ 2  5  6 14 16 17 39 46],"[6.0, 8.0]",0,5
1844,"[4.0, 14.0, 20.0, 24.0, 28.0, 33.0, 37.0, 43.0, 63.0, 67.0, 74.0, 75.0, 81.0, 83.0]",63,[14 24 28 33 37 43 63 67 74],[ 6  8  9 16 23 24 36 38 39 45 46],"[9.0, 11.0]",1,5
